product_name
30110
25050
24490
10210
5398
5000
5000
5000
5000
5000
5000
5000
4598
4230
3995
3936
3870
3732
3046
2805
2420
2365
2211
2138
2136
1914
1726
1623
1579
1358
1250
1246
1224
1204
1190
1140
1082
1081
1044
1036
978
975
964
941
895
853
641
639
538
532
526
516
482
469
468
460
425
422
414
332
316
314
314
311
302
301
296
279
259
257
256
248
245
227
217
217
216
215
210
204
201
189
189
187
181
180
173
168
164
164
162
160
151
147
147
145
143
138
136
136
133
128
125
125
124
119
118
113
113
109
105
100
99
97
93
92
90
89
87
87
86
80
80
79
79
78
75
75
75
74
68
68
65
64
61
57
56
56
54
54
54
54
52
52
52
51
48
46
46
44
43
42
39
33
31
31
31
30
30
30
30
30
29
28
27
27
26
25
25
25
24
24
23
23
22
21
21
20
20
20
20
19
19
19
17
17
16
16
16
15
15
15
14
14
13
13
13
12
12
11
10
10
10
10
10
10
9
9
9
9
9
9
9
9
8
7
7
7
7
7
6
6
6
6
5
5
5
5
5
5
5
4
4
4
4
3
3
3
3
2
2
2
1
1
1
