prices,sentiment
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Negative
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Neutral
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Neutral
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Neutral
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Negative
63.6,Positive
63.6,Negative
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Negative
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Neutral
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
63.6,Positive
